Phylum,Class,Genus,number of occurrences
Arthropoda,Hexanauplia,Nannopus,4
Arthropoda,Hexanauplia,Neocalanus,196
Arthropoda,Hexanauplia,Neocervinia,7
Arthropoda,Hexanauplia,Neodiaptomus,15
Arthropoda,Hexanauplia,Neolovenula,1
Arthropoda,Hexanauplia,Neoscolecithrix,1
Arthropoda,Hexanauplia,Nitokra,4
Arthropoda,Hexanauplia,Normanella,2
Arthropoda,Hexanauplia,Nullosetigera,8
Arthropoda,Hexanauplia,Oithona,77
Arthropoda,Hexanauplia,Omorius,2
Arthropoda,Hexanauplia,Oncaea,20
Arthropoda,Hexanauplia,Onychodiaptomus,2
Arthropoda,Hexanauplia,Pachos,1
Arthropoda,Hexanauplia,Pandarus,12
Arthropoda,Hexanauplia,Parabradya,5
Arthropoda,Hexanauplia,Paracalanus,180
Arthropoda,Hexanauplia,Paracartia,2
Arthropoda,Hexanauplia,Paracyclopina,193
Arthropoda,Hexanauplia,Paraeuchaeta,23
Arthropoda,Hexanauplia,Paraheterorhabdus,6
Arthropoda,Hexanauplia,Paralabidocera,1
Arthropoda,Hexanauplia,Paraleptastacus,1
Arthropoda,Hexanauplia,Paranannopus,2
Arthropoda,Hexanauplia,Paraugaptilus,4
Arthropoda,Hexanauplia,Pareucalanus,14
Arthropoda,Hexanauplia,Parvocalanus,80
Arthropoda,Hexanauplia,Phaenna,7
Arthropoda,Hexanauplia,Phyllodiaptomus,63
Arthropoda,Hexanauplia,Pinkertonius,2
Arthropoda,Hexanauplia,Pleuromamma,624
Arthropoda,Hexanauplia,Pontella,1
Arthropoda,Hexanauplia,Pontellina,3
Arthropoda,Hexanauplia,Praeleptomesochra,1
Arthropoda,Hexanauplia,Procenognatha,8
Arthropoda,Hexanauplia,Prolutamator,3
Arthropoda,Hexanauplia,Psammotopa,1
Arthropoda,Hexanauplia,Pseudocalanus,59
Arthropoda,Hexanauplia,Pseudochirella,5
Arthropoda,Hexanauplia,Pseudodiaptomus,358
Arthropoda,Hexanauplia,Pseudozosime,2
Arthropoda,Hexanauplia,Rhincalanus,44
Arthropoda,Hexanauplia,Ridgewayia,4
Arthropoda,Hexanauplia,Ryocalanus,10
Arthropoda,Hexanauplia,Sapphirina,5
Arthropoda,Hexanauplia,Sarsameira,9
Arthropoda,Hexanauplia,Schizopera,8
Arthropoda,Hexanauplia,Scolecithricella,6
Arthropoda,Hexanauplia,Scolecithrix,1
Arthropoda,Hexanauplia,Scolecitrichopsis,10
Arthropoda,Hexanauplia,Sensiava,2
Arthropoda,Hexanauplia,Sentiropsis,3
Arthropoda,Hexanauplia,Sinergasilus,26
Arthropoda,Hexanauplia,Sinocalanus,11
Arthropoda,Hexanauplia,Sinodiaptomus,8
Arthropoda,Hexanauplia,Skistodiaptomus,1
Arthropoda,Hexanauplia,Speleophria,4
Arthropoda,Hexanauplia,Stephos,95
Arthropoda,Hexanauplia,Stygocyclopia,4
Arthropoda,Hexanauplia,Subeucalanus,14
Arthropoda,Hexanauplia,Sulcanus,11
Arthropoda,Hexanauplia,Tachidiella,1
Arthropoda,Hexanauplia,Taeniacanthus,1
Arthropoda,Hexanauplia,Temora,5
Arthropoda,Hexanauplia,Temorites,3
Arthropoda,Hexanauplia,Tharybis,2
Arthropoda,Hexanauplia,Thermocyclops,2
Arthropoda,Hexanauplia,Tigriopus,609
Arthropoda,Hexanauplia,Tortanus,135
Arthropoda,Hexanauplia,Triconia,11
Arthropoda,Hexanauplia,Undinula,71
Arthropoda,Hexanauplia,Volkmannia,1
Arthropoda,Hexanauplia,Xancithrix,3
Arthropoda,Hexanauplia,Xanthocalanus,10
Arthropoda,Hexanauplia,Xylora,3
Arthropoda,Hexanauplia,Yrocalanus,1
Arthropoda,Hexanauplia,Zosime,1
Arthropoda,Hexanauplia,unknown,466
Arthropoda,Ichthyostraca,Argulus,141
Arthropoda,Ichthyostraca,Armillifer,141
Arthropoda,Ichthyostraca,Linguatula,9
Arthropoda,Malacostraca,Abyssorchomene,75
Arthropoda,Malacostraca,Acaeroplastes,5
Arthropoda,Malacostraca,Acanthanas,1
Arthropoda,Malacostraca,Acanthephyra,13
Arthropoda,Malacostraca,Acanthocarpus,15
Arthropoda,Malacostraca,Acanthocyclus,37
Arthropoda,Malacostraca,Acanthogammarus,1
Arthropoda,Malacostraca,Acanthonotozoma,8
Arthropoda,Malacostraca,Acetes,24
Arthropoda,Malacostraca,Achelous,1
Arthropoda,Malacostraca,Aegla,49
Arthropoda,Malacostraca,Aethra,1
Arthropoda,Malacostraca,Africorchestia,1
Arthropoda,Malacostraca,Agabiformius,8
Arthropoda,Malacostraca,Alachosquilla,1
Arthropoda,Malacostraca,Albunea,3
Arthropoda,Malacostraca,Alcockpenaeopsis,3
Arthropoda,Malacostraca,Alcyonohippolyte,13
Arthropoda,Malacostraca,Alicella,11
Arthropoda,Malacostraca,Alima,1
Arthropoda,Malacostraca,Allograea,2
Arthropoda,Malacostraca,Allosergestes,10
Arthropoda,Malacostraca,Alpheopsis,3
Arthropoda,Malacostraca,Alpheus,663
Arthropoda,Malacostraca,Alpioniscus,23
Arthropoda,Malacostraca,Altainella,1
Arthropoda,Malacostraca,Altopontonia,1
Arthropoda,Malacostraca,Alvinocaris,16
Arthropoda,Malacostraca,Americamysis,1
Arthropoda,Malacostraca,Ampelisca,2
Arthropoda,Malacostraca,Amphitholina,3
Arthropoda,Malacostraca,Ampithoe,74
Arthropoda,Malacostraca,Anachlorocurtis,155
Arthropoda,Malacostraca,Anatolikos,2
Arthropoda,Malacostraca,Anchiopontonia,2
Arthropoda,Malacostraca,Anchiphimedia,1
Arthropoda,Malacostraca,Anchistioides,15
Arthropoda,Malacostraca,Anchistus,6
Arthropoda,Malacostraca,Ancylocaris,2
Arthropoda,Malacostraca,Ancylomenes,1
Arthropoda,Malacostraca,Androniscus,3
Arthropoda,Malacostraca,Apohyale,1
Arthropoda,Malacostraca,Apotamonautes,1
Arthropoda,Malacostraca,Aratus,51
Arthropoda,Malacostraca,Arcania,3
Arthropoda,Malacostraca,Archaeomysis,2
Arthropoda,Malacostraca,Archaeopotamobius,5
Arthropoda,Malacostraca,Arcturus,5
Arthropoda,Malacostraca,Arenaeus,1
Arthropoda,Malacostraca,Areopaguristes,9
Arthropoda,Malacostraca,Aristaeomorpha,10
Arthropoda,Malacostraca,Aristeus,18
Arthropoda,Malacostraca,Arisubathynella,1
Arthropoda,Malacostraca,Armadillidium,565
Arthropoda,Malacostraca,Armadillo,1
Arthropoda,Malacostraca,Armadilloniscus,7
Arthropoda,Malacostraca,Armases,68
Arthropoda,Malacostraca,Asellus,16
Arthropoda,Malacostraca,Astacoides,1
Arthropoda,Malacostraca,Astacopsis,5
Arthropoda,Malacostraca,Astacus,61
Arthropoda,Malacostraca,Atelecyclus,38
Arthropoda,Malacostraca,Atergatis,1
Arthropoda,Malacostraca,Athanas,4
Arthropoda,Malacostraca,Athelges,19
Arthropoda,Malacostraca,Atlantopandalus,1
Arthropoda,Malacostraca,Atyopsis,7
Arthropoda,Malacostraca,Atypopenaeus,5
Arthropoda,Malacostraca,Austinixa,4
Arthropoda,Malacostraca,Austinogebia,18
Arthropoda,Malacostraca,Austinograea,11
Arthropoda,Malacostraca,Austrochiltonia,1
Arthropoda,Malacostraca,Austropotamobius,32
Arthropoda,Malacostraca,Austruca,46
Arthropoda,Malacostraca,Automate,42
Arthropoda,Malacostraca,Axianassa,1
Arthropoda,Malacostraca,Barytelphusa,4
Arthropoda,Malacostraca,Bathynectes,1
Arthropoda,Malacostraca,Bathynella,1
Arthropoda,Malacostraca,Bathynomus,1
Arthropoda,Malacostraca,Bathypalaemonella,4
Arthropoda,Malacostraca,Bathypalaemonetes,4
Arthropoda,Malacostraca,Bathypanoploea,1
Arthropoda,Malacostraca,Benthonectes,5
Arthropoda,Malacostraca,Betaeus,1
Arthropoda,Malacostraca,Biancolina,8
Arthropoda,Malacostraca,Birgus,3
Arthropoda,Malacostraca,Bitias,9
Arthropoda,Malacostraca,Bonnierella,1
Arthropoda,Malacostraca,Boreomysis,1
Arthropoda,Malacostraca,Bottapotamon,2
Arthropoda,Malacostraca,Brachycarpus,6
Arthropoda,Malacostraca,Brachyuropus,1
Arthropoda,Malacostraca,Brandtia,40
Arthropoda,Malacostraca,Brevurus,5
Arthropoda,Malacostraca,Brucecaris,1
Arthropoda,Malacostraca,Burmoniscus,4
Arthropoda,Malacostraca,Bythograea,111
Arthropoda,Malacostraca,Calappa,65
Arthropoda,Malacostraca,Calappula,4
Arthropoda,Malacostraca,Calastacus,2
Arthropoda,Malacostraca,Calaxius,1
Arthropoda,Malacostraca,Calcinus,13
Arthropoda,Malacostraca,Calconiscellus,3
Arthropoda,Malacostraca,Calipandalus,1
Arthropoda,Malacostraca,Callianopsis,1
Arthropoda,Malacostraca,Callichirus,2
Arthropoda,Malacostraca,Callinectes,301
Arthropoda,Malacostraca,Calocarcinus,1
Arthropoda,Malacostraca,Calocarides,2
Arthropoda,Malacostraca,Cambarellus,1
Arthropoda,Malacostraca,Cambaroides,5
Arthropoda,Malacostraca,Cambarus,6
Arthropoda,Malacostraca,Campylaspis,6
Arthropoda,Malacostraca,Cancer,425
Arthropoda,Malacostraca,Candidiopotamon,1
Arthropoda,Malacostraca,Caphyra,4
Arthropoda,Malacostraca,Caprella,26
Arthropoda,Malacostraca,Carcinoplax,2
Arthropoda,Malacostraca,Carcinus,99
Arthropoda,Malacostraca,Cardisoma,110
Arthropoda,Malacostraca,Caridina,84
Arthropoda,Malacostraca,Carinurella,87
Arthropoda,Malacostraca,Carpilius,11
Arthropoda,Malacostraca,Caspiomysis,3
Arthropoda,Malacostraca,Catoptrus,1
Arthropoda,Malacostraca,Caucasocyphonethes,1
Arthropoda,Malacostraca,Cerapus,2
Arthropoda,Malacostraca,Ceratoserolis,1
Arthropoda,Malacostraca,Ceylonthelphusa,1
Arthropoda,Malacostraca,Chaceon,9
Arthropoda,Malacostraca,Chaetophiloscia,2
Arthropoda,Malacostraca,Challengerosergia,15
Arthropoda,Malacostraca,Charybdis,72
Arthropoda,Malacostraca,Chasmagnathus,2
Arthropoda,Malacostraca,Chelura,1
Arthropoda,Malacostraca,Cherax,381
Arthropoda,Malacostraca,Chinapotamon,1
Arthropoda,Malacostraca,Chionoecetes,251
Arthropoda,Malacostraca,Chiromantes,9
Arthropoda,Malacostraca,Chirostylus,5
Arthropoda,Malacostraca,Chlorocurtis,4
Arthropoda,Malacostraca,Chlorotocella,2
Arthropoda,Malacostraca,Chlorotocoides,4
Arthropoda,Malacostraca,Chlorotocus,4
Arthropoda,Malacostraca,Chorilia,3
Arthropoda,Malacostraca,Chorismus,4
Arthropoda,Malacostraca,Chorocaris,2
Arthropoda,Malacostraca,Cilicaea,13
Arthropoda,Malacostraca,Cinetorhynchus,1
Arthropoda,Malacostraca,Cirolana,6
Arthropoda,Malacostraca,Clibanarius,48
Arthropoda,Malacostraca,Coelocarcinus,3
Arthropoda,Malacostraca,Coenobita,32
Arthropoda,Malacostraca,Conchodytes,2
Arthropoda,Malacostraca,Corallianassa,3
Arthropoda,Malacostraca,Coralliocaris,1
Arthropoda,Malacostraca,Coronalpheus,3
Arthropoda,Malacostraca,Corycodus,2
Arthropoda,Malacostraca,Cosmonotus,2
Arthropoda,Malacostraca,Crangon,102
Arthropoda,Malacostraca,Cranuca,2
Arthropoda,Malacostraca,Creaseria,5
Arthropoda,Malacostraca,Cristarma,1
Arthropoda,Malacostraca,Cristimenes,1
Arthropoda,Malacostraca,Cryptolithodes,5
Arthropoda,Malacostraca,Cryptopodia,1
Arthropoda,Malacostraca,Cryptorchestia,5
Arthropoda,Malacostraca,Cuapetes,17
Arthropoda,Malacostraca,Curtonida,1
Arthropoda,Malacostraca,Cyamus,7
Arthropoda,Malacostraca,Cyanagraea,92
Arthropoda,Malacostraca,Cyathura,1
Arthropoda,Malacostraca,Cyclograpsus,8
Arthropoda,Malacostraca,Cylisticus,2
Arthropoda,Malacostraca,Cymadusa,34
Arthropoda,Malacostraca,Cymodoce,26
Arthropoda,Malacostraca,Cymonomus,2
Arthropoda,Malacostraca,Cymothoa,3
Arthropoda,Malacostraca,Cyphodillidium,3
Arthropoda,Malacostraca,Dacryomaia,2
Arthropoda,Malacostraca,Dactylerythrops,1
Arthropoda,Malacostraca,Dactylonia,2
Arthropoda,Malacostraca,Daldorfia,1
Arthropoda,Malacostraca,Dardanus,19
Arthropoda,Malacostraca,Deckenia,5
Arthropoda,Malacostraca,Demania,3
Arthropoda,Malacostraca,Deosergestes,13
Arthropoda,Malacostraca,Deshayesorchestia,1
Arthropoda,Malacostraca,Desmocaris,2
Arthropoda,Malacostraca,Dictyosquilla,2
Arthropoda,Malacostraca,Dikerogammarus,10
Arthropoda,Malacostraca,Dilocarcinus,23
Arthropoda,Malacostraca,Dinochelus,7
Arthropoda,Malacostraca,Diogenes,2
Arthropoda,Malacostraca,Diporeia,2
Arthropoda,Malacostraca,Doclea,1
Arthropoda,Malacostraca,Dorodotes,171
Arthropoda,Malacostraca,Dorogostaiskia,1
Arthropoda,Malacostraca,Dotilla,2
Arthropoda,Malacostraca,Dromia,91
Arthropoda,Malacostraca,Dynamene,9
Arthropoda,Malacostraca,Dynomene,8
Arthropoda,Malacostraca,Dyopedos,5
Arthropoda,Malacostraca,Ebalia,2
Arthropoda,Malacostraca,Echinoecus,3
Arthropoda,Malacostraca,Echinogammarus,19
Arthropoda,Malacostraca,Echinopericlimenes,4
Arthropoda,Malacostraca,Eduarctus,1
Arthropoda,Malacostraca,Eiconaxius,2
Arthropoda,Malacostraca,Elthusa,1
Arthropoda,Malacostraca,Engaeus,11
Arthropoda,Malacostraca,Engaewa,3
Arthropoda,Malacostraca,Enoplometopus,9
Arthropoda,Malacostraca,Eogammarus,2
Arthropoda,Malacostraca,Eophreatoicus,5
Arthropoda,Malacostraca,Eosamon,1
Arthropoda,Malacostraca,Ephyrina,1
Arthropoda,Malacostraca,Epilobocera,2
Arthropoda,Malacostraca,Epimeria,3
Arthropoda,Malacostraca,Epixanthus,3
Arthropoda,Malacostraca,Ericthonius,1
Arthropoda,Malacostraca,Eriocheir,179
Arthropoda,Malacostraca,Eriphia,2
Arthropoda,Malacostraca,Erythrops,2
Arthropoda,Malacostraca,Ethusa,2
Arthropoda,Malacostraca,Etisus,4
Arthropoda,Malacostraca,Eualus,44
Arthropoda,Malacostraca,Euastacus,14
Arthropoda,Malacostraca,Eugerdella,1
Arthropoda,Malacostraca,Eugonatonotus,1
Arthropoda,Malacostraca,Eulimnogammarus,328
Arthropoda,Malacostraca,Eumunida,12
Arthropoda,Malacostraca,Eupasiphae,3
Arthropoda,Malacostraca,Euphausia,327
Arthropoda,Malacostraca,Eurobowmaniella,7
Arthropoda,Malacostraca,Eurycope,12
Arthropoda,Malacostraca,Eurydice,18
Arthropoda,Malacostraca,Eurypanopeus,4
Arthropoda,Malacostraca,Euryrhynchus,2
Arthropoda,Malacostraca,Eurythenes,175
Arthropoda,Malacostraca,Exampithoe,19
Arthropoda,Malacostraca,Excirolana,22
Arthropoda,Malacostraca,Exhippolysmata,2
Arthropoda,Malacostraca,Exoclimenella,3
Arthropoda,Malacostraca,Fallicambarus,12
Arthropoda,Malacostraca,Faughnia,1
Arthropoda,Malacostraca,Faxonius,22
Arthropoda,Malacostraca,Filhollianassa,1
Arthropoda,Malacostraca,Fortescuenella,3
Arthropoda,Malacostraca,Fortimesus,2
Arthropoda,Malacostraca,Fungicola,15
Arthropoda,Malacostraca,Gaetice,4
Arthropoda,Malacostraca,Galathea,220
Arthropoda,Malacostraca,Gammaropsis,2
Arthropoda,Malacostraca,Gammarus,1308
Arthropoda,Malacostraca,Gandalfus,9
Arthropoda,Malacostraca,Ganjampenaeopsis,3
Arthropoda,Malacostraca,Gardinerosergia,11
Arthropoda,Malacostraca,Garjajewia,2
Arthropoda,Malacostraca,Gastroptychus,21
Arthropoda,Malacostraca,Gebiacantha,2
Arthropoda,Malacostraca,Gecarcinucus,1
Arthropoda,Malacostraca,Gecarcinus,57
Arthropoda,Malacostraca,Gecarcoidea,1
Arthropoda,Malacostraca,Gelasimus,10
Arthropoda,Malacostraca,Gennadas,9
Arthropoda,Malacostraca,Geocharax,4
Arthropoda,Malacostraca,Geosesarma,1
Arthropoda,Malacostraca,Geothelphusa,12
Arthropoda,Malacostraca,Globospongicola,2
Arthropoda,Malacostraca,Glyphocrangon,11
Arthropoda,Malacostraca,Glyphus,2
Arthropoda,Malacostraca,Glyptolithodes,1
Arthropoda,Malacostraca,Glyptonotus,6
Arthropoda,Malacostraca,Gmelinoides,4
Arthropoda,Malacostraca,Gnathophyllum,2
Arthropoda,Malacostraca,Gondogeneia,1
Arthropoda,Malacostraca,Goniopsis,8
Arthropoda,Malacostraca,Gonodactylaceus,2
Arthropoda,Malacostraca,Gordonella,5
Arthropoda,Malacostraca,Gramastacus,6
Arthropoda,Malacostraca,Grandidierella,16
Arthropoda,Malacostraca,Grapsus,4
Arthropoda,Malacostraca,Grimothea,1
Arthropoda,Malacostraca,Gubernatoriana,2
Arthropoda,Malacostraca,Gyge,4
Arthropoda,Malacostraca,Halicarcinus,52
Arthropoda,Malacostraca,Halice,3
Arthropoda,Malacostraca,Haliporoides,2
Arthropoda,Malacostraca,Halocaridina,18
Arthropoda,Malacostraca,Haloniscus,8
Arthropoda,Malacostraca,Hamopontonia,3
Arthropoda,Malacostraca,Hansarsia,11
Arthropoda,Malacostraca,Hapalogaster,1
Arthropoda,Malacostraca,Haploginglymus,16
Arthropoda,Malacostraca,Haplostylus,3
Arthropoda,Malacostraca,Harpiliopsis,1
Arthropoda,Malacostraca,Haustorioides,1
Arthropoda,Malacostraca,Hawaiioscia,1
Arthropoda,Malacostraca,Helicana,3
Arthropoda,Malacostraca,Helice,58
Arthropoda,Malacostraca,Helleria,5
Arthropoda,Malacostraca,Hemigrapsus,99
Arthropoda,Malacostraca,Hemilepistus,8
Arthropoda,Malacostraca,Hemimysis,5
Arthropoda,Malacostraca,Heptacarpus,4
Arthropoda,Malacostraca,Heterocarpus,30
Arthropoda,Malacostraca,Heterogenys,1
Arthropoda,Malacostraca,Heteropanope,3
Arthropoda,Malacostraca,Hippa,2
Arthropoda,Malacostraca,Hippolyte,48
Arthropoda,Malacostraca,Hirondellea,172
Arthropoda,Malacostraca,Homarus,287
Arthropoda,Malacostraca,Homola,5
Arthropoda,Malacostraca,Homologenus,1
Arthropoda,Malacostraca,Huananpotamon,2
Arthropoda,Malacostraca,Hyale,2
Arthropoda,Malacostraca,Hyalella,350
Arthropoda,Malacostraca,Hydrothelphusa,1
Arthropoda,Malacostraca,Hymenodora,1
Arthropoda,Malacostraca,Hymenopenaeus,3
Arthropoda,Malacostraca,Hymenosoma,3
Arthropoda,Malacostraca,Hyperioides,1
Arthropoda,Malacostraca,Ibacus,3
Arthropoda,Malacostraca,Iberobathynella,11
Arthropoda,Malacostraca,Icelopagurus,7
Arthropoda,Malacostraca,Idotea,14
Arthropoda,Malacostraca,Iiella,3
Arthropoda,Malacostraca,Ilyoplax,1
Arthropoda,Malacostraca,Inachoides,1
Arthropoda,Malacostraca,Indochinamon,1
Arthropoda,Malacostraca,Iphinoe,2
Arthropoda,Malacostraca,Ischnomesus,2
Arthropoda,Malacostraca,Ischnopontonia,1
Arthropoda,Malacostraca,Ischyrocerus,1
Arthropoda,Malacostraca,Isolapotamon,12
Arthropoda,Malacostraca,Jaera,2
Arthropoda,Malacostraca,Janicella,2
Arthropoda,Malacostraca,Jassa,2
Arthropoda,Malacostraca,Jasus,16
Arthropoda,Malacostraca,Jaxea,1
Arthropoda,Malacostraca,Jesogammarus,9
Arthropoda,Malacostraca,Jocaste,5
Arthropoda,Malacostraca,Jonas,1
Arthropoda,Malacostraca,Justitia,2
Arthropoda,Malacostraca,Kempella,2
Arthropoda,Malacostraca,Ketosoma,4
Arthropoda,Malacostraca,Kishinouyepenaeopsis,11
Arthropoda,Malacostraca,Kiwa,49
Arthropoda,Malacostraca,Laleonectes,1
Arthropoda,Malacostraca,Lamoha,1
Arthropoda,Malacostraca,Laomedia,8
Arthropoda,Malacostraca,Laomenes,4
Arthropoda,Malacostraca,Latreillia,7
Arthropoda,Malacostraca,Latreutes,3
Arthropoda,Malacostraca,Laurentaeglyphea,8
Arthropoda,Malacostraca,Lauridromia,1
Arthropoda,Malacostraca,Lepidophthalmus,4
Arthropoda,Malacostraca,Leptarma,2
Arthropoda,Malacostraca,Leptocheirus,10
Arthropoda,Malacostraca,Leptochela,97
Arthropoda,Malacostraca,Leptotrichus,6
Arthropoda,Malacostraca,Leptuca,159
Arthropoda,Malacostraca,Leucon,2
Arthropoda,Malacostraca,Leucothoe,6
Arthropoda,Malacostraca,Levantoniscus,6
Arthropoda,Malacostraca,Lewindromia,2
Arthropoda,Malacostraca,Libinia,136
Arthropoda,Malacostraca,Libystes,2
Arthropoda,Malacostraca,Ligia,67
Arthropoda,Malacostraca,Ligidium,1
Arthropoda,Malacostraca,Limnomysis,3
Arthropoda,Malacostraca,Limnoria,10
Arthropoda,Malacostraca,Linevichella,3
Arthropoda,Malacostraca,Linuparus,20
Arthropoda,Malacostraca,Liocarcinus,4
Arthropoda,Malacostraca,Lissocarcinus,5
Arthropoda,Malacostraca,Lithodes,48
Arthropoda,Malacostraca,Lomis,7
Arthropoda,Malacostraca,Longipodacrangonyx,1
Arthropoda,Malacostraca,Longpotamon,33
Arthropoda,Malacostraca,Louisea,5
Arthropoda,Malacostraca,Lucasius,4
Arthropoda,Malacostraca,Lucensosergia,3
Arthropoda,Malacostraca,Lupocycloporus,4
Arthropoda,Malacostraca,Lydia,1
Arthropoda,Malacostraca,Lyreidus,6
Arthropoda,Malacostraca,Lysiosquillina,1
Arthropoda,Malacostraca,Lysirude,2
Arthropoda,Malacostraca,Lysmata,24
Arthropoda,Malacostraca,Lysmatella,2
Arthropoda,Malacostraca,Macarorchestia,1
Arthropoda,Malacostraca,Macrobrachium,473
Arthropoda,Malacostraca,Macromedaeus,1
Arthropoda,Malacostraca,Macrophthalmus,125
Arthropoda,Malacostraca,Macropipus,1
Arthropoda,Malacostraca,Macropodia,1
Arthropoda,Malacostraca,Maja,36
Arthropoda,Malacostraca,Malagasya,4
Arthropoda,Malacostraca,Manipontonia,2
Arthropoda,Malacostraca,Manuscaris,3
Arthropoda,Malacostraca,Marocolana,2
Arthropoda,Malacostraca,Matuta,2
Arthropoda,Malacostraca,Maximiliaeus,1
Arthropoda,Malacostraca,Megaesthesius,4
Arthropoda,Malacostraca,Megalobrachium,11
Arthropoda,Malacostraca,Megalorchestia,6
Arthropoda,Malacostraca,Meganyctiphanes,10
Arthropoda,Malacostraca,Mesoniscus,2
Arthropoda,Malacostraca,Metacarcinus,92
Arthropoda,Malacostraca,Metacrangonyx,12
Arthropoda,Malacostraca,Metadynomene,1
Arthropoda,Malacostraca,Metagrapsus,4
Arthropoda,Malacostraca,Metalpheus,2
Arthropoda,Malacostraca,Metanephrops,8
Arthropoda,Malacostraca,Metapenaeopsis,43
Arthropoda,Malacostraca,Metapenaeus,65
Arthropoda,Malacostraca,Metaplax,2
Arthropoda,Malacostraca,Metopograpsus,18
Arthropoda,Malacostraca,Michelopagurus,4
Arthropoda,Malacostraca,Michthyops,5
Arthropoda,Malacostraca,Micippa,6
Arthropoda,Malacostraca,Microjassa,1
Arthropoda,Malacostraca,Microniphargus,79
Arthropoda,Malacostraca,Microphrys,1
Arthropoda,Malacostraca,Microprosthema,4
Arthropoda,Malacostraca,Microthelphusa,5
Arthropoda,Malacostraca,Micruropus,4
Arthropoda,Malacostraca,Mictyris,5
Arthropoda,Malacostraca,Mierspenaeopsis,11
Arthropoda,Malacostraca,Mimocaris,2
Arthropoda,Malacostraca,Minuca,222
Arthropoda,Malacostraca,Mirocaris,16
Arthropoda,Malacostraca,Mithraculus,2
Arthropoda,Malacostraca,Moloha,5
Arthropoda,Malacostraca,Monomia,2
Arthropoda,Malacostraca,Monoporeia,1
Arthropoda,Malacostraca,Munida,29
Arthropoda,Malacostraca,Munidopsis,21
Arthropoda,Malacostraca,Munna,1
Arthropoda,Malacostraca,Mursia,3
Arthropoda,Malacostraca,Myomenippe,2
Arthropoda,Malacostraca,Mysis,5
Arthropoda,Malacostraca,Mysticotalitrus,1
Arthropoda,Malacostraca,Nannoniscus,3
Arthropoda,Malacostraca,Nanosesarma,1
Arthropoda,Malacostraca,Natatolana,1
Arthropoda,Malacostraca,Nautilocaris,66
Arthropoda,Malacostraca,Neaxius,6
Arthropoda,Malacostraca,Nebalia,111
Arthropoda,Malacostraca,Necora,116
Arthropoda,Malacostraca,Nematobrachion,2
Arthropoda,Malacostraca,Nematocarcinus,6
Arthropoda,Malacostraca,Neocallichirus,5
Arthropoda,Malacostraca,Neocaridina,112
Arthropoda,Malacostraca,Neocrangon,5
Arthropoda,Malacostraca,Neoeriocheir,1
Arthropoda,Malacostraca,Neoglyphea,3
Arthropoda,Malacostraca,Neogonodactylus,110
Arthropoda,Malacostraca,Neohelice,73
Arthropoda,Malacostraca,Neoliomera,2
Arthropoda,Malacostraca,Neolithodes,2
Arthropoda,Malacostraca,Neomysis,3
Arthropoda,Malacostraca,Neopetrolisthes,6
Arthropoda,Malacostraca,Neopisosoma,4
Arthropoda,Malacostraca,Neosergestes,3
Arthropoda,Malacostraca,Neotiwaripotamon,1
Arthropoda,Malacostraca,Neotrypaea,19
Arthropoda,Malacostraca,Nephropides,2
Arthropoda,Malacostraca,Nephrops,43
Arthropoda,Malacostraca,Nephropsis,2
Arthropoda,Malacostraca,Nepinnotheres,3
Arthropoda,Malacostraca,Nikoides,1
Arthropoda,Malacostraca,Niphargellus,11
Arthropoda,Malacostraca,Niphargobates,10
Arthropoda,Malacostraca,Niphargus,4481
Arthropoda,Malacostraca,Notopandalus,191
Arthropoda,Malacostraca,Notostomus,4
Arthropoda,Malacostraca,Novorostrum,7
Arthropoda,Malacostraca,Nyctiphanes,1
Arthropoda,Malacostraca,Obesogammarus,6
Arthropoda,Malacostraca,Ocypode,172
Arthropoda,Malacostraca,Odontodactylus,1
Arthropoda,Malacostraca,Odontozona,3
Arthropoda,Malacostraca,Oedignathus,1
Arthropoda,Malacostraca,Ombrastacoides,1
Arthropoda,Malacostraca,Onconida,5
Arthropoda,Malacostraca,Oncopagurus,10
Arthropoda,Malacostraca,Oniscus,142
Arthropoda,Malacostraca,Onisimus,1
Arthropoda,Malacostraca,Onycocaris,5
Arthropoda,Malacostraca,Opaepele,2
Arthropoda,Malacostraca,Oplophorus,11
Arthropoda,Malacostraca,Oratosquilla,24
Arthropoda,Malacostraca,Orchestia,21
Arthropoda,Malacostraca,Orchomene,3
Arthropoda,Malacostraca,Oregonia,3
Arthropoda,Malacostraca,Orisarma,77
Arthropoda,Malacostraca,Orithyia,5
Arthropoda,Malacostraca,Oroniscus,3
Arthropoda,Malacostraca,Orthione,2
Arthropoda,Malacostraca,Ovalipes,4
Arthropoda,Malacostraca,Oziotelphusa,7
Arthropoda,Malacostraca,Ozius,1
Arthropoda,Malacostraca,Pachelpheus,8
Arthropoda,Malacostraca,Pachycheles,14
Arthropoda,Malacostraca,Pachygrapsus,104
Arthropoda,Malacostraca,Pacifastacus,47
